unique_vehicle_key,scenario_key,lead_time_days,duration_days,collection_date,pickup_date,dropoff_date,pickup_time,dropoff_time,supplier,car_name,category,pickup_location,dropoff_location,price_per_day_aed,total_price_aed,mileage,source_currency,supplier_rating,rating_text,number_of_reviews,condition_rating,location_rating,cleanliness_rating,efficiency_rating,value_for_money_rating,pickup_time_rating,dropoff_time_rating
740676571_Sixt_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Sixt,Audi A3,Compact,Dubai International Airport,Dubai International Airport,114.61,3438.37,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.3,5.5,7.6
728411861_Sixt_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Sixt,Audi A3,Compact,Dubai International Airport,Dubai International Airport,117.15,3514.4,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.3,5.5,7.6
709035601_Hertz_Dubai - Festival City,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Hertz,Toyota Fortuner,Standard,Dubai - Festival City,Dubai - Festival City,143.65,4309.54,4000 kilometres per rental,USD,4.3,,15,8.0,2.0,8.0,2.0,2.0,2.0,6.0
709035606_Hertz_Dubai - Um Ramool,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Hertz,Toyota Fortuner,Standard,Dubai - Um Ramool,Dubai - Um Ramool,143.65,4309.54,4000 kilometres per rental,USD,2.0,,9,2.0,2.0,2.0,2.0,2.0,2.0,2.0
709034366_Hertz_Dubai - Festival City,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Hertz,Toyota Yaris,Economy,Dubai - Festival City,Dubai - Festival City,67.37,2021.06,4000 kilometres per rental,USD,4.3,,15,8.0,2.0,8.0,2.0,2.0,2.0,6.0
709034371_Hertz_Dubai - Um Ramool,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Hertz,Toyota Yaris,Economy,Dubai - Um Ramool,Dubai - Um Ramool,67.37,2021.06,4000 kilometres per rental,USD,2.0,,9,2.0,2.0,2.0,2.0,2.0,2.0,2.0
822256756_Keddy By Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Nissan Sunny,Compact,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,101.8,3054.0,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822256761_Keddy By Europcar_Dubai - Suha Creek Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Nissan Sunny,Compact,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,101.8,3054.0,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822256766_Keddy By Europcar_Dubai - Suha Park Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Nissan Sunny,Compact,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,101.8,3054.0,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822258061_Keddy By Europcar_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Toyota Corolla,Intermediate,Dubai International Airport,Dubai International Airport,146.41,4392.26,Unlimited km,USD,8.9,Excellent,9,9.2,9.2,9.2,9.0,7.8,8.7,9.5
835178971_Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Europcar,Chevrolet Tahoe,Premium,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,201.13,6033.8,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835178976_Europcar_Dubai - Suha Creek Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Europcar,Chevrolet Tahoe,Premium,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,201.13,6033.8,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835178981_Europcar_Dubai - Suha Park Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Europcar,Chevrolet Tahoe,Premium,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,201.13,6033.8,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822258516_Keddy By Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Kia Picanto,Mini,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,87.35,2620.38,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822258521_Keddy By Europcar_Dubai - Suha Creek Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Kia Picanto,Mini,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,87.35,2620.38,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822258526_Keddy By Europcar_Dubai - Suha Park Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Kia Picanto,Mini,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,87.35,2620.38,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755485936_Sixt_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Sixt,Mercedes GLC,Premium,Dubai International Airport,Dubai International Airport,271.2,8135.89,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.3,5.5,7.6
709034561_Hertz_Dubai - Festival City,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Hertz,Toyota Corolla,Intermediate,Dubai - Festival City,Dubai - Festival City,79.76,2392.92,4000 kilometres per rental,USD,4.3,,15,8.0,2.0,8.0,2.0,2.0,2.0,6.0
735429721_Thrifty_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Thrifty,Nissan Patrol,Full-size,Dubai International Airport,Dubai International Airport,385.16,11554.83,3000 kilometres per rental,USD,8.0,Excellent,1231,8.2,8.2,8.4,7.9,7.7,7.4,7.9
754975831_Dollar_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Dollar,Volvo XC60,Full-size,Dubai International Airport,Dubai International Airport,348.82,10464.52,3000 kilometres per rental,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
760962031_Thrifty_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Thrifty,Mercedes A-Class,Intermediate,Dubai International Airport,Dubai International Airport,257.59,7727.78,3000 kilometres per rental,USD,8.0,Excellent,1231,8.2,8.2,8.4,7.9,7.7,7.4,7.9
822259156_Keddy By Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Nissan X-Trail,Standard,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,160.92,4827.46,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822259161_Keddy By Europcar_Dubai - Suha Creek Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Nissan X-Trail,Standard,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,160.92,4827.46,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822259166_Keddy By Europcar_Dubai - Suha Park Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Nissan X-Trail,Standard,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,160.92,4827.46,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735478321_Thrifty_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Thrifty,Mini Cooper,Compact,Dubai International Airport,Dubai International Airport,206.56,6196.83,3000 kilometres per rental,USD,8.0,Excellent,1231,8.2,8.2,8.4,7.9,7.7,7.4,7.9
835672776_Sixt_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Sixt,Mercedes GLB,Standard,Dubai International Airport,Dubai International Airport,191.11,5733.37,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.3,5.5,7.6
835424226_Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Europcar,Toyota Land Cruiser,Luxury,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,227.48,6824.34,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835424231_Europcar_Dubai - Suha Creek Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Europcar,Toyota Land Cruiser,Luxury,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,227.48,6824.34,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835424236_Europcar_Dubai - Suha Park Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Europcar,Toyota Land Cruiser,Luxury,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,227.48,6824.34,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822348526_Sixt_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Sixt,BMW 2 Series,Intermediate,Dubai International Airport,Dubai International Airport,120.16,3604.85,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.3,5.5,7.6
744143686_Dollar_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Dollar,Mercedes C-Class,Premium,Dubai International Airport,Dubai International Airport,530.44,15913.2,3000 kilometres per rental,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
735553671_Thrifty_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Thrifty,Volkswagen Golf GTI,Compact,Dubai International Airport,Dubai International Airport,218.71,6561.33,3000 kilometres per rental,USD,8.0,Excellent,1231,8.2,8.2,8.4,7.9,7.7,7.4,7.9
785272161_Thrifty_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Thrifty,Mercedes Benz CLA,Luxury,Dubai International Airport,Dubai International Airport,312.27,9368.14,3000 kilometres per rental,USD,8.0,Excellent,1231,8.2,8.2,8.4,7.9,7.7,7.4,7.9
759573466_Dollar_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Dollar,Audi Q5,Premium,Dubai International Airport,Dubai International Airport,486.77,14603.05,3000 kilometres per rental,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
804799501_Dollar_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Dollar,Jeep Grand Cherokee,Premium,Dubai International Airport,Dubai International Airport,530.44,15913.2,3000 kilometres per rental,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
835826291_Dollar_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Dollar,Lincoln Corsair AWD,Premium,Dubai International Airport,Dubai International Airport,558.93,16767.99,3000 kilometres per rental,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
744142871_Dollar_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Dollar,Audi A6,Luxury,Dubai International Airport,Dubai International Airport,355.72,10671.56,3000 kilometres per rental,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
734558776_Sixt_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Sixt,Volkswagen Golf GTI,Compact,Dubai International Airport,Dubai International Airport,128.03,3841.0,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.3,5.5,7.6
835179341_Europcar_Dubai International Airport T3,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Europcar,BMW 5 Series,Luxury,Dubai International Airport T3,Dubai International Airport T3,216.71,6501.38,Unlimited km,USD,7.5,Very good,46,7.4,7.6,8.2,7.3,6.9,7.3,7.6
728411841_Sixt_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Sixt,Mercedes A-Class,Compact,Dubai International Airport,Dubai International Airport,133.18,3995.27,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.3,5.5,7.6
735477076_Thrifty_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Thrifty,Dodge Challenger,Standard,Dubai International Airport,Dubai International Airport,427.7,12831.02,3000 kilometres per rental,USD,8.0,Excellent,1231,8.2,8.2,8.4,7.9,7.7,7.4,7.9
754980686_Thrifty_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Thrifty,Chevrolet Camaro,Standard,Dubai International Airport,Dubai International Airport,427.7,12831.02,3000 kilometres per rental,USD,8.0,Excellent,1231,8.2,8.2,8.4,7.9,7.7,7.4,7.9
752586566_Sixt_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Sixt,Mercedes GLC,Luxury,Dubai International Airport,Dubai International Airport,261.17,7835.2,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.3,5.5,7.6
728536181_Dollar_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Dollar,Dodge Challenger,Premium,Dubai International Airport,Dubai International Airport,705.18,21155.51,3000 kilometres per rental,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
822258996_Keddy By Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Mazda 6,Standard,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,137.2,4115.86,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822259001_Keddy By Europcar_Dubai - Suha Creek Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Mazda 6,Standard,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,137.2,4115.86,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822259006_Keddy By Europcar_Dubai - Suha Park Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Mazda 6,Standard,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,137.2,4115.86,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822314106_Keddy By Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Kia K5,Full-size,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,157.85,4735.46,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822314111_Keddy By Europcar_Dubai - Suha Creek Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Kia K5,Full-size,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,157.85,4735.46,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822314116_Keddy By Europcar_Dubai - Suha Park Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Kia K5,Full-size,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,157.85,4735.46,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822257236_Keddy By Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Hyundai Accent,Economy,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,103.75,3112.54,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822257241_Keddy By Europcar_Dubai - Suha Creek Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Hyundai Accent,Economy,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,103.75,3112.54,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822257246_Keddy By Europcar_Dubai - Suha Park Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Hyundai Accent,Economy,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,103.75,3112.54,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822258861_Keddy By Europcar_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Volkswagen Teramont,Premium,Dubai International Airport,Dubai International Airport,309.37,9281.07,Unlimited km,USD,8.9,Excellent,9,9.2,9.2,9.2,9.0,7.8,8.7,9.5
822314931_Keddy By Europcar_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Audi A6,Premium,Dubai International Airport,Dubai International Airport,321.11,9633.36,Unlimited km,USD,8.9,Excellent,9,9.2,9.2,9.2,9.0,7.8,8.7,9.5
822259501_Keddy By Europcar_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Toyota Prado,Special,Dubai International Airport,Dubai International Airport,318.98,9569.25,Unlimited km,USD,8.9,Excellent,9,9.2,9.2,9.2,9.0,7.8,8.7,9.5
822315091_Keddy By Europcar_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Jeep Grand Cherokee,Luxury,Dubai International Airport,Dubai International Airport,333.73,10011.92,Unlimited km,USD,8.9,Excellent,9,9.2,9.2,9.2,9.0,7.8,8.7,9.5
822258676_Keddy By Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Volvo S90,Premium,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,259.4,7781.99,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822258681_Keddy By Europcar_Dubai - Suha Creek Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Volvo S90,Premium,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,259.4,7781.99,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822258686_Keddy By Europcar_Dubai - Suha Park Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Volvo S90,Premium,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,259.4,7781.99,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822256916_Keddy By Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Hyundai Elantra,Compact,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,121.1,3633.12,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822256921_Keddy By Europcar_Dubai - Suha Creek Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Hyundai Elantra,Compact,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,121.1,3633.12,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822256926_Keddy By Europcar_Dubai - Suha Park Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Hyundai Elantra,Compact,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,121.1,3633.12,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831592731_Enterprise_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Enterprise,Geely Coolray,Intermediate,Dubai International Airport,Dubai International Airport,408.8,12263.86,Unlimited km,USD,7.1,Very good,826,8.2,6.8,8.3,6.8,7.3,5.2,7.4
735543496_Dollar_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Dollar,Audi A3,Intermediate,Dubai International Airport,Dubai International Airport,355.72,10671.56,3000 kilometres per rental,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
835826481_Dollar_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Dollar,Kia Carnival,Mini,Dubai International Airport,Dubai International Airport,530.44,15913.2,3000 kilometres per rental,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
822258836_Keddy By Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Volkswagen Teramont,Premium,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,293.17,8795.13,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822258841_Keddy By Europcar_Dubai - Suha Creek Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Volkswagen Teramont,Premium,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,293.17,8795.13,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822258846_Keddy By Europcar_Dubai - Suha Park Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Volkswagen Teramont,Premium,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,293.17,8795.13,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822641446_Thrifty_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Thrifty,Hyundai Staria,Full-size,Dubai International Airport,Dubai International Airport,388.82,11664.61,3000 kilometres per rental,USD,8.0,Excellent,1231,8.2,8.2,8.4,7.9,7.7,7.4,7.9
821178641_Enterprise_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Enterprise,JAC S3,Economy,Dubai International Airport,Dubai International Airport,380.59,11417.6,Unlimited km,USD,7.1,Very good,826,8.2,6.8,8.3,6.8,7.3,5.2,7.4
740860671_Hertz_Dubai - Festival City,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Hertz,Polestar 2,Premium,Dubai - Festival City,Dubai - Festival City,226.38,6791.26,4000 kilometres per rental,USD,4.3,,15,8.0,2.0,8.0,2.0,2.0,2.0,6.0
740860676_Hertz_Dubai - Um Ramool,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Hertz,Polestar 2,Premium,Dubai - Um Ramool,Dubai - Um Ramool,226.38,6791.26,4000 kilometres per rental,USD,2.0,,9,2.0,2.0,2.0,2.0,2.0,2.0,2.0
759950171_Dollar_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Dollar,Mercedes A-Class,Intermediate,Dubai International Airport,Dubai International Airport,399.39,11981.68,3000 kilometres per rental,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
744142496_Dollar_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Dollar,Nissan Patrol,Full-size,Dubai International Airport,Dubai International Airport,661.49,19844.66,3000 kilometres per rental,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
728411831_Sixt_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Sixt,Mercedes V-Class,Premium,Dubai International Airport,Dubai International Airport,342.83,10284.79,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.3,5.5,7.6
806178861_Hertz_Dubai - Festival City,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Hertz,Volvo XC40,Intermediate,Dubai - Festival City,Dubai - Festival City,255.46,7663.86,4000 kilometres per rental,USD,4.3,,15,8.0,2.0,8.0,2.0,2.0,2.0,6.0
806178866_Hertz_Dubai - Um Ramool,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Hertz,Volvo XC40,Intermediate,Dubai - Um Ramool,Dubai - Um Ramool,255.46,7663.86,4000 kilometres per rental,USD,2.0,,9,2.0,2.0,2.0,2.0,2.0,2.0,2.0
709200876_Hertz_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Hertz,Volvo S90,Premium,Dubai International Airport,Dubai International Airport,371.81,11154.34,4000 kilometres per rental,USD,6.3,Good,751,6.9,6.8,6.8,5.8,6.4,4.6,6.7
806177706_Hertz_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Hertz,BYD HAN,Premium,Dubai International Airport,Dubai International Airport,362.96,10888.79,4000 kilometres per rental,USD,6.3,Good,751,6.9,6.8,6.8,5.8,6.4,4.6,6.7
759807786_Thrifty_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Thrifty,Audi Q8 4x4 GPS,Luxury,Dubai International Airport,Dubai International Airport,682.86,20485.93,3000 kilometres per rental,USD,8.0,Excellent,1231,8.2,8.2,8.4,7.9,7.7,7.4,7.9
